mean_CRS,mean_R_final,pct_reduction_vs_classical,pct_diff_vs_ufmb,mean_ldf_active,disc_correction_pct,ampl_correction_pct,n_neutral,n_disc,n_ampl
14.184625,14.110125,59.82167645488521,-23.97561961206896,0.9733360000000001,-13.452159899070827,25.110819615367763,55,18,7
18.7505,18.903,56.70829110771398,1.8480603448275863,0.9960357142857142,-12.257574603012795,24.7302780604245,52,19,9
17.556874999999998,18.038125,57.27524388980177,-2.8118265086206784,1.0452884615384614,-12.359366330886058,24.260451236383357,54,14,12
16.294374999999995,16.48725,51.66960415376553,-11.167834051724135,1.0235264705882354,-13.421744275644675,24.914449295112,46,20,14
16.582125,16.858875,47.819678029643555,-9.16554418103447,1.04962,-16.60637148442502,26.541240557655918,50,15,15
17.779374999999998,18.169,52.77712800519818,-2.106681034482749,1.0215454545454545,-9.202993079214837,24.86242208045521,47,22,11
18.525375,18.56325,46.225625984465815,0.01751077586207601,1.0388916666666665,-13.333280216633952,28.009417669073002,56,14,10
18.280625000000004,18.929499999999997,55.42880016011209,1.990840517241372,1.0499916666666667,-11.944328126457426,25.07069308938023,56,13,11
18.507749999999998,18.578375,52.775447693852385,0.09900323275863403,0.9288766666666665,-12.346029734267251,19.1545630823949,50,25,5
18.785999999999998,19.092125,51.637652065430096,2.8670528017241415,1.0091793103448277,-15.812522098281704,24.630310754911566,51,17,12
19.04325,19.641750000000002,53.42894486480719,5.828394396551741,1.0293838709677419,-13.051245784697631,19.99503839509455,49,16,15
19.737375,19.680625,54.15927863716695,6.037850215517244,1.0076961538461537,-12.294188229214747,25.449315962241123,54,17,9
19.446875,19.550124999999998,54.63021248821525,5.334725215517237,1.0249151515151516,-15.947530265929618,22.066258390945706,47,17,16
17.14025,17.988999999999997,55.45237299258326,-3.0765086206896637,1.0362866666666666,-12.35542702683597,21.909846097725936,50,16,14
17.662375,17.853125,58.76757412165479,-3.808593750000001,1.020295652173913,-9.4745745009146,28.3241700273308,57,16,7
16.490625,16.464875,56.148043093231045,-11.288389008620687,0.9859199999999998,-12.717108506260194,29.748967809775433,50,22,8
19.695749999999997,20.102124999999997,58.97766202493222,8.308863146551717,0.9983481481481482,-12.404552032691777,20.655020481379218,53,17,10
17.267500000000002,17.713375,53.69279283695243,-4.5615571120689635,1.0228848484848485,-12.576362743642434,20.12233197458606,47,18,15
16.7075,17.083125000000003,54.261435896062856,-7.957300646551705,1.0060108108108106,-11.702211965630186,18.6802050726673,43,22,15
18.265375,18.860875,54.06872325010805,1.6210937500000073,1.0689724137931034,-10.339280439722483,22.97317297722965,51,14,15
21.72425,22.661125000000002,54.555048631304516,22.096578663793125,1.08594,-5.282455884434821,24.44756241669261,50,16,14
16.770625,17.055124999999997,55.19605686157969,-8.108162715517253,1.0341214285714286,-11.520551011717657,23.349697701504113,52,16,12
20.536125,20.853749999999998,47.87116368885806,12.358566810344824,1.0377966666666665,-9.526560348928186,21.202407498972416,50,17,13
20.349,20.9125,52.450247554299935,12.675107758620705,1.1145307692307693,-11.140825792024723,28.00872452923236,54,11,15
18.7635,18.874625,49.05049837025839,1.6951778017241546,1.0305541666666667,-13.029598390683066,25.58366650497714,56,14,10
25.2155,25.309749999999998,52.34892379235523,36.3671875,1.0115222222222222,-12.653489166215657,21.20628343566352,53,16,11
